household_id,less_preferred_food_days,borrowed_food_days,reduced_meals_days,reduced_portion_days,adults_reduced_for_children_days,basic_needs_met
HH01394,0.0,4.0,4.0,3.0,2.0,Yes fully
HH01395,7.0,4.0,4.0,0.0,0.0,Yes fully
HH01396,2.0,4.0,5.0,6.0,4.0,Only some
HH01397,7.0,3.0,3.0,4.0,2.0,Only some
HH01398,0.0,1.0,0.0,6.0,1.0,Yes fully
HH01399,7.0,3.0,2.0,6.0,3.0,No
HH01400,2.0,5.0,5.0,5.0,2.0,Only some
HH01401,2.0,5.0,1.0,2.0,0.0,Yes fully
HH01402,1.0,,2.0,4.0,3.0,Yes mostly
HH01403,1.0,2.0,3.0,4.0,0.0,No
HH01404,6.0,1.0,3.0,6.0,1.0,Yes mostly
HH01405,0.0,0.0,5.0,1.0,3.0,Yes mostly
HH01406,3.0,1.0,3.0,3.0,3.0,Yes mostly
HH01407,7.0,0.0,0.0,4.0,4.0,Yes mostly
HH01408,3.0,2.0,1.0,1.0,3.0,Only some
HH01409,6.0,0.0,3.0,2.0,1.0,Only some
HH01410,5.0,1.0,4.0,6.0,3.0,Only some
HH01411,6.0,4.0,3.0,0.0,3.0,Only some
HH01412,7.0,5.0,4.0,3.0,3.0,Only some
HH01413,0.0,5.0,1.0,4.0,3.0,Yes mostly
HH01414,2.0,,0.0,6.0,4.0,No
HH01415,2.0,3.0,5.0,1.0,2.0,Yes fully
HH01416,0.0,5.0,3.0,2.0,4.0,Yes mostly
HH01417,0.0,3.0,4.0,0.0,3.0,No
HH01418,0.0,0.0,5.0,2.0,0.0,No
HH01419,7.0,5.0,,6.0,0.0,Yes mostly
HH01420,6.0,3.0,5.0,5.0,2.0,Yes mostly
HH01421,4.0,3.0,2.0,2.0,2.0,Yes fully
HH01422,6.0,0.0,3.0,4.0,4.0,Only some
HH01423,2.0,2.0,2.0,6.0,3.0,Yes fully
HH01424,3.0,2.0,1.0,3.0,0.0,Yes mostly
HH01425,7.0,4.0,5.0,2.0,2.0,Yes mostly
HH01426,1.0,2.0,2.0,6.0,2.0,No
HH01427,1.0,2.0,,5.0,4.0,No
HH01428,4.0,4.0,0.0,3.0,3.0,No
HH01429,2.0,0.0,5.0,0.0,0.0,Only some
HH01430,5.0,4.0,4.0,0.0,0.0,Yes mostly
HH01431,5.0,0.0,3.0,0.0,1.0,Yes fully
HH01432,2.0,1.0,4.0,4.0,2.0,Yes mostly
HH01433,0.0,2.0,3.0,1.0,0.0,Yes mostly
HH01434,0.0,1.0,5.0,0.0,3.0,Only some
HH01435,3.0,0.0,,4.0,0.0,Yes mostly
HH01436,2.0,2.0,0.0,3.0,0.0,No
HH01437,0.0,4.0,4.0,3.0,0.0,Yes mostly
HH01438,5.0,1.0,5.0,1.0,0.0,Yes mostly
HH01439,7.0,1.0,3.0,1.0,2.0,Only some
HH01440,7.0,4.0,5.0,1.0,4.0,Only some
HH01441,0.0,5.0,2.0,4.0,4.0,Yes mostly
HH01442,1.0,3.0,4.0,6.0,4.0,Only some
HH01443,3.0,3.0,3.0,6.0,3.0,Only some
HH01444,7.0,4.0,5.0,0.0,2.0,Yes fully
HH01445,4.0,0.0,3.0,4.0,1.0,Yes mostly
HH01446,3.0,5.0,2.0,5.0,2.0,No
HH01447,7.0,2.0,1.0,0.0,4.0,Yes mostly
HH01448,5.0,2.0,,4.0,0.0,Yes mostly
HH01449,7.0,3.0,0.0,3.0,4.0,Yes mostly
HH01450,6.0,5.0,0.0,1.0,4.0,Yes mostly
HH01451,7.0,5.0,3.0,5.0,0.0,No
HH01452,4.0,4.0,0.0,6.0,1.0,Yes mostly
HH01453,2.0,2.0,2.0,4.0,1.0,Only some
HH01454,,0.0,0.0,1.0,4.0,Only some
HH01455,5.0,1.0,0.0,3.0,2.0,Yes mostly
HH01456,2.0,5.0,4.0,3.0,3.0,Only some
HH01457,0.0,0.0,0.0,6.0,3.0,No
HH01458,6.0,2.0,2.0,5.0,0.0,No
HH01459,3.0,2.0,1.0,4.0,3.0,Only some
HH01460,4.0,4.0,0.0,5.0,3.0,Yes fully
HH01461,6.0,2.0,1.0,4.0,4.0,Yes fully
HH01462,2.0,4.0,0.0,2.0,4.0,Yes mostly
HH01463,6.0,3.0,0.0,0.0,2.0,Only some
HH01464,4.0,5.0,3.0,5.0,4.0,Yes mostly
HH01465,4.0,1.0,0.0,3.0,0.0,Only some
HH01466,2.0,4.0,5.0,,3.0,Only some
HH01467,6.0,4.0,2.0,4.0,2.0,Yes fully
HH01468,1.0,4.0,2.0,3.0,0.0,No
HH01469,4.0,2.0,5.0,4.0,2.0,Yes fully
HH01470,6.0,1.0,4.0,4.0,3.0,Yes mostly
HH01471,0.0,3.0,2.0,6.0,2.0,Only some
HH01472,3.0,5.0,5.0,2.0,3.0,Yes fully
HH01473,5.0,1.0,3.0,2.0,3.0,Yes mostly
HH01474,2.0,3.0,4.0,2.0,2.0,No
HH01475,0.0,1.0,5.0,0.0,1.0,No
HH01476,,4.0,4.0,3.0,1.0,Only some
HH01477,3.0,2.0,3.0,3.0,3.0,Yes fully
HH01478,7.0,5.0,3.0,1.0,4.0,Yes mostly
HH01479,6.0,0.0,3.0,5.0,2.0,Yes mostly
HH01480,1.0,0.0,5.0,4.0,2.0,Yes fully
HH01481,2.0,5.0,4.0,1.0,4.0,No
HH01482,1.0,2.0,1.0,1.0,1.0,Yes fully
HH01483,7.0,0.0,0.0,4.0,4.0,Only some
HH01484,2.0,5.0,4.0,0.0,1.0,Yes fully
HH01485,7.0,2.0,2.0,1.0,1.0,Only some
HH01486,0.0,5.0,2.0,3.0,1.0,Yes fully
HH01487,4.0,2.0,5.0,6.0,0.0,Yes fully
HH01488,0.0,4.0,0.0,0.0,2.0,Yes mostly
HH01489,4.0,3.0,0.0,3.0,1.0,No
HH01490,0.0,2.0,4.0,3.0,1.0,Only some
HH01491,1.0,2.0,5.0,1.0,3.0,Only some
HH01492,1.0,1.0,4.0,3.0,2.0,Yes mostly
HH01493,5.0,4.0,5.0,4.0,0.0,Only some
HH01494,5.0,3.0,5.0,0.0,0.0,Only some
HH01495,4.0,0.0,4.0,6.0,4.0,Yes mostly
HH01496,1.0,2.0,5.0,1.0,1.0,Only some
HH01497,2.0,2.0,2.0,2.0,1.0,No
HH01498,3.0,5.0,4.0,0.0,0.0,No
HH01499,7.0,2.0,0.0,4.0,4.0,No
HH01500,5.0,3.0,3.0,4.0,1.0,Yes mostly
