household_id,state_region,township,household_size,monthly_income,has_debt,total_debt,monthly_debt_repayment,savings_duration_weeks,market_access,female_headed_household,disability_present,displacement_status
HH00911,Ayeyarwady,Hinthada,6,753083.0,No,0,0,3,Yes,No,No,Resident
HH00912,Mandalay,Mandalay,9,435480.0,Y,765636,130787,1,No,No,Yes,IDP
HH00913,Kayah,Hpruso,4,50000.0,No,0,0,3,No,No,No,Resident
HH00914,Tanintharyi,Myeik,5,403083.0,Yes,191876,72969,4,Unknown,Yes,No,Resident
HH00915,Shan South,Pekon,5,913111.0,Y,590257,92088,1,N,No,No,IDP
HH00916,Kayin,Myawaddy,2,575946.0,N,0,0,12,No,No,No,IDP
HH00917,Rakhine,Mrauk-U,3,274040.0,Yes,1083706,15175,8,Yes,No,No,IDP
HH00918,Ayeyarwady,Pathein,5,526399.0,no,0,0,2,Yes,Yes,No,Resident
HH00919,Chin,Hakha,2,286438.0,Y,849429,121419,3,N,No,No,IDP
HH00920,Shan South,Pekon,8,176315.0,Yes,584768,68815,2,Yes,No,Yes,Resident
HH00921,Mon,Mawlamyine,3,357294.0,Y,796457,90517,4,Unknown,No,No,Resident
HH00922,Shan South,Hopong,3,436475.0,Yes,853823,100258,4,No,No,Yes,Resident
HH00923,Kayin,Hpa-An,6,83012.0,Yes,306310,119562,0,Yes,No,No,Resident
HH00924,Mandalay,Myingyan,2,213151.0,Y,1058374,83374,0,Yes,No,No,Resident
HH00925,Chin,Tedim,7,421860.0,Yes,127046,69836,1,No,Yes,No,IDP
HH00926,Tanintharyi,Myeik,6,346529.0,Yes,718042,23493,8,Yes,No,Yes,Resident
HH00927,Rakhine,Sittwe,2,491066.0,N,0,0,1,Yes,No,No,Resident
HH00928,Kachin,Bhamo,6,,Yes,523952,11578,8,No,Yes,No,Resident
HH00929,Kayah,Hpruso,5,548540.0,yes,862552,82468,2,Yes,No,No,IDP
HH00930,Shan South,Taunggyi,6,206923.0,N,0,0,1,Yes,No,No,Resident
HH00931,Rakhine,Sittwe,7,715692.0,Yes,73976,90816,8,No,No,No,IDP
HH00932,Shan North,Muse,6,111164.0,Y,630222,98239,2,Y,No,No,Resident
HH00933,Chin,Hakha,5,223340.0,Yes,512964,38933,1,Yes,No,No,Resident
HH00934,Shan North,Lashio,4,495127.0,Y,380204,50782,0,Unknown,No,No,IDP
HH00935,Kayin,Myawaddy,6,719562.0,Yes,656589,81658,0,N,Yes,Yes,Resident
HH00936,Tanintharyi,Myeik,8,476708.0,no,0,0,0,Yes,No,No,IDP
HH00937,Mandalay,Kyaukse,5,521314.0,Yes,583248,55951,1,Yes,No,No,Resident
HH00938,Mandalay,Myingyan,6,423157.0,Y,527009,187848,2,Y,Yes,No,Resident
HH00939,Kayin,Kawkareik,4,235248.0,Yes,380246,49891,1,Yes,Yes,Yes,Resident
HH00940,Rakhine,Sittwe,6,331775.0,Yes,1802849,93946,0,Y,No,No,IDP
HH00941,Shan North,Muse,9,201856 MMK,No,0,0,1,No,No,No,Resident
HH00942,Kayah,Loikaw,3,189832.0,Y,167007,112921,1,Yes,No,No,Resident
HH00943,Mon,Mawlamyine,3,492315.0,no,0,0,12,No,No,No,Resident
HH00944,Kayin,Hpa-An,5,217828.0,Yes,331486,115908,1,No,No,No,Returnee
HH00945,Magway,Magway,5,477520.0,Yes,576163,55209,0,N,No,No,IDP
HH00946,Magway,Minbu,5,,No,0,0,2,Yes,Yes,No,IDP
HH00947,Tanintharyi,Kawthaung,2,473349.0,No,0,0,8,N,Yes,Yes,Resident
HH00948,Magway,Magway,4,332037.0,yes,1213208,100488,4,Yes,No,No,Resident
HH00949,Tanintharyi,Kawthaung,5,,yes,990546,94571,4,No,No,No,IDP
HH00950,Chin,Hakha,5,478269.0,yes,494444,102511,8,N,No,Yes,IDP
HH00951,Magway,Minbu,5,642441.0,Yes,1073225,81063,3,Yes,No,No,IDP
HH00952,Kachin,Putao,6,283984.0,No,0,0,12,Yes,No,No,IDP
HH00953,Shan South,Taunggyi,5,430106.0,N,0,0,0,Y,No,No,IDP
HH00954,Kayah,Demoso,6,243404.0,Yes,1280575,113272,4,Y,No,No,Resident
HH00955,Ayeyarwady,Myaungmya,5,345551.0,Y,724194,86317,8,Yes,Yes,Yes,Resident
HH00956,Shan South,Pekon,5,372821.0,Yes,698033,18694,8,Yes,No,Yes,Returnee
HH00957,Kayah,Hpruso,5,289346.0,No,0,0,2,Y,No,No,Resident
HH00958,Shan South,Hopong,2,201209.0,yes,618475,84953,4,Yes,No,No,Resident
HH00959,Tanintharyi,Myeik,4,165567.0,Yes,504370,90195,0,No,No,No,Resident
HH00960,Kayah,Loikaw,5,50000.0,no,0,0,2,Yes,No,No,Resident
HH00961,Mandalay,Kyaukse,7,229858.0,Yes,657458,109816,1,Yes,Yes,No,IDP
HH00962,Kayah,Loikaw,6,532949.0,Yes,882089,82522,2,Y,No,No,IDP
HH00963,Bago,Pyay,2,132270.0,Yes,171475,155583,3,Yes,Yes,No,Resident
HH00964,Chin,Tedim,5,173738.0,Yes,600338,71360,1,N,No,No,Resident
HH00965,Tanintharyi,Myeik,3,742362.0,Y,530118,53021,1,No,No,No,Resident
HH00966,Shan South,Taunggyi,6,305431.0,Yes,1190420,137372,1,Yes,Yes,Yes,IDP
HH00967,Shan South,Taunggyi,7,477788.0,Y,805538,70162,3,Yes,No,No,Resident
HH00968,Kachin,Putao,5,535617.0,yes,866691,78321,3,Yes,Yes,No,Resident
HH00969,Mon,Mawlamyine,5,539255.0,No,0,0,3,Y,No,No,Resident
HH00970,Sagaing,Monywa,4,145983.0,Yes,583422,90215,0,No,No,No,Resident
HH00971,Kachin,Putao,4,378409.0,No,0,0,4,Y,No,No,Resident
HH00972,Kayah,Loikaw,7,128719.0,N,0,0,3,Yes,No,No,Resident
HH00973,Kayin,Myawaddy,6,860337.0,Y,495595,86352,0,Yes,Yes,No,Resident
HH00974,Kayin,Hpa-An,5,132922.0,Yes,721477,102132,1,Yes,No,No,Resident
HH00975,Mandalay,Mandalay,4,231389.0,Y,433302,106956,2,Y,No,No,Resident
HH00976,Chin,Tedim,2,232692.0,No,0,0,1,Yes,No,No,Resident
HH00977,Magway,Magway,3,,No,0,0,0,Yes,No,No,Resident
HH00978,Shan South,Taunggyi,3,663467.0,Yes,332791,49235,1,Yes,No,No,IDP
HH00979,Kachin,Myitkyina,4,856041.0,no,0,0,0,Yes,No,No,Resident
HH00980,Rakhine,Sittwe,8,334365.0,Yes,464876,26758,0,No,No,No,IDP
HH00981,Shan South,Pekon,5,182324.0,Yes,1005482,31393,1,No,No,No,Resident
HH00982,Shan North,Laukkaing,3,50000.0,Yes,405379,131493,4,Unknown,Yes,No,IDP
HH00983,Rakhine,Sittwe,2,376060.0,Y,450296,66534,2,Yes,Yes,No,Resident
HH00984,Shan North,Lashio,4,363054.0,No,0,0,1,No,No,No,Resident
HH00985,Shan South,Pekon,6,302767.0,Yes,295790,112483,3,Yes,No,Yes,Resident
HH00986,Shan North,Muse,4,459848.0,No,0,0,2,Y,Yes,No,Resident
HH00987,Shan South,Taunggyi,6,491131.0,Y,946358,108253,0,No,No,No,Resident
HH00988,Kachin,Myitkyina,6,478155.0,Yes,838135,78312,1,Yes,No,Yes,IDP
HH00989,Chin,Tedim,2,363098.0,yes,466468,38326,1,Y,No,No,Resident
HH00990,Bago,Pyay,5,221708.0,Yes,1101467,109416,2,Yes,No,No,Returnee
HH00991,Kachin,Bhamo,8,539850.0,Yes,407344,76792,2,Yes,No,No,Resident
HH00992,Rakhine,Sittwe,4,422252.0,no,0,0,1,Yes,Yes,No,Resident
HH00993,Mandalay,Myingyan,2,579904.0,yes,544960,24231,2,Yes,No,No,IDP
HH00994,Kayin,Myawaddy,8,562214.0,No,0,0,12,N,No,No,Resident
HH00995,Rakhine,Mrauk-U,7,164083.0,yes,712178,56303,1,No,Yes,No,Resident
HH00996,Shan South,Taunggyi,5,161840.0,Y,316612,8439,2,No,No,Yes,Resident
HH00997,Rakhine,Kyaukphyu,5,284003.0,No,0,0,2,N,No,No,IDP
HH00998,Kayah,Hpruso,3,229872.0,yes,102669,58286,3,Y,No,No,Resident
HH00999,Tanintharyi,Dawei,6,555945.0,N,0,0,3,Yes,No,No,Resident
HH01000,Rakhine,Kyaukphyu,5,483236.0,Yes,620217,35611,3,Yes,No,No,Resident
HH01001,Bago,Taungoo,1,617853.0,Y,877759,72050,1,Yes,No,Yes,Resident
HH01002,Ayeyarwady,Pathein,6,491368.0,No,0,0,1,N,Yes,No,Resident
HH01003,Rakhine,Kyaukphyu,8,457557.0,Yes,851910,66769,4,N,No,No,Resident
HH01004,Mon,Mawlamyine,7,635951.0,no,0,0,1,No,Yes,No,IDP
HH01005,Magway,Pakokku,4,504551.0,Y,374509,80135,12,Yes,No,No,Resident
HH01006,Mon,Mawlamyine,2,432258.0,Y,208064,99275,1,Yes,No,No,Resident
HH01007,Bago,Pyay,8,686482.0,Y,321998,116320,2,N,No,No,Returnee
HH01008,Rakhine,Mrauk-U,8,440733.0,Y,531540,122814,2,Yes,Yes,No,IDP
HH01009,Ayeyarwady,Hinthada,5,365219.0,Yes,257082,44500,1,No,No,No,Resident
HH01010,Rakhine,Sittwe,5,269192.0,no,0,0,4,Yes,No,Yes,Resident
HH01011,Chin,Hakha,5,546545.0,Y,783327,127672,0,Yes,No,Yes,Resident
HH01012,Bago,Taungoo,4,642669.0,Y,1233313,76861,2,No,No,No,IDP
HH01013,Chin,Matupi,2,410894.0,No,0,0,2,Unknown,Yes,Yes,Resident
HH01014,Kachin,Putao,2,655425.0,Yes,1293211,61965,8,Y,No,No,Resident
HH01015,Rakhine,Sittwe,3,65397.0,Yes,1034569,32602,2,Yes,No,No,Resident
HH01016,Bago,Taungoo,7,,No,0,0,12,Yes,No,No,Resident
HH01017,Kayah,Hpruso,3,412783.0,Yes,797070,5000,8,N,Yes,No,Resident
HH01018,Kayin,Myawaddy,3,289141.0,Y,257443,96000,1,No,No,No,IDP
HH01019,Sagaing,Monywa,5,849095.0,yes,190646,94213,8,Yes,No,Yes,Resident
HH01020,Magway,Minbu,3,408085.0,Yes,967260,52441,12,No,No,No,Resident
HH01021,Sagaing,Shwebo,3,346608.0,No,0,0,1,Yes,No,No,IDP
HH01022,Magway,Pakokku,5,424673 MMK,Y,310866,53662,2,Yes,No,No,Resident
HH01023,Mon,Mawlamyine,4,59494.0,Yes,311966,70445,1,Y,Yes,No,Resident
HH01024,Bago,Pyay,5,283224.0,no,0,0,3,No,No,No,Resident
HH01025,Bago,Bago,7,596983.0,No,0,0,0,Yes,No,No,IDP
HH01026,Sagaing,Monywa,3,306790.0,Yes,685732,61230,3,Yes,Yes,No,Resident
HH01027,Magway,Magway,7,270802.0,Yes,1236026,42627,1,Unknown,No,No,IDP
HH01028,Chin,Matupi,7,655715.0,no,0,0,2,No,No,Yes,Resident
HH01029,Rakhine,Sittwe,7,661246.0,Yes,1137002,28144,0,No,No,No,Resident
HH01030,Kachin,Bhamo,5,513058.0,Y,675472,128240,3,Yes,No,No,Resident
HH01031,Kayin,Kawkareik,5,338079.0,Yes,1045975,56088,2,Unknown,No,Yes,Resident
HH01032,Mandalay,Myingyan,5,376895.0,Yes,844274,93953,2,N,No,No,Resident
HH01033,Ayeyarwady,Myaungmya,6,275253.0,yes,461021,102718,1,No,No,No,IDP
HH01034,Kachin,Myitkyina,1,240941.0,Yes,1301872,96227,0,Yes,No,No,Resident
HH01035,Sagaing,Kalay,8,232005.0,Yes,848225,105247,1,No,No,Yes,Resident
HH01036,Ayeyarwady,Myaungmya,5,308750.0,Y,138658,95710,8,Y,No,No,IDP
HH01037,Mon,Mawlamyine,6,233750.0,yes,294134,48455,1,Y,No,No,Resident
HH01038,Sagaing,Shwebo,4,138533.0,No,0,0,3,Unknown,Yes,No,Resident
HH01039,Kayin,Myawaddy,1,459492.0,Yes,1406680,63603,0,No,No,No,Resident
HH01040,Bago,Pyay,5,462227.0,no,0,0,3,Yes,Yes,No,Resident
HH01041,Shan North,Lashio,5,726143.0,Y,390939,126866,1,Yes,No,No,Returnee
HH01042,Bago,Taungoo,4,299699.0,yes,318313,54866,2,Y,No,No,Returnee
HH01043,Kayah,Hpruso,4,473298.0,N,0,0,1,Yes,Yes,Yes,Resident
HH01044,Kayah,Demoso,3,476288.0,Y,1087168,76925,0,Yes,No,No,IDP
HH01045,Shan North,Laukkaing,5,374309.0,No,0,0,1,No,Yes,No,Resident
HH01046,Mandalay,Kyaukse,4,553980.0,No,0,0,1,Yes,No,No,Returnee
HH01047,Chin,Matupi,8,559541.0,N,0,0,2,Y,No,No,IDP
HH01048,Shan South,Pekon,3,478934.0,N,0,0,12,Yes,No,No,Resident
HH01049,Shan North,Muse,4,373985.0,no,0,0,2,Yes,No,No,Resident
HH01050,Magway,Pakokku,4,355645.0,Y,103441,99480,8,Yes,Yes,No,IDP
HH01051,Rakhine,Mrauk-U,5,173804.0,Yes,511237,144293,2,No,No,No,Resident
HH01052,Kayah,Loikaw,5,274935.0,No,0,0,0,No,No,No,Resident
HH01053,Rakhine,Sittwe,5,308039.0,Y,437835,122305,1,Yes,Yes,No,Resident
HH01054,Tanintharyi,Dawei,8,217685.0,No,0,0,1,Yes,No,Yes,Resident
HH01055,Magway,Minbu,4,499186.0,N,0,0,1,Yes,Yes,No,Resident
HH01056,Tanintharyi,Dawei,6,635393.0,Y,1271494,36708,8,No,No,No,Resident
HH01057,Kayin,Kawkareik,1,256549.0,Yes,582375,92488,3,Unknown,Yes,No,IDP
HH01058,Ayeyarwady,Myaungmya,4,471019.0,Y,349929,87163,2,Y,No,No,Resident
HH01059,Kayah,Loikaw,5,233860.0,Y,571278,63972,2,Yes,Yes,No,Resident
HH01060,Kachin,Bhamo,1,365114.0,yes,667128,78207,1,No,Yes,No,Resident
HH01061,Ayeyarwady,Hinthada,5,295741.0,No,0,0,2,Yes,No,No,Resident
HH01062,Shan North,Muse,6,528341.0,Y,707358,48053,0,Yes,No,No,Resident
HH01063,Mandalay,Myingyan,6,297818.0,No,0,0,0,Yes,No,No,Resident
HH01064,Shan North,Muse,5,602099.0,Y,455690,69664,1,Yes,No,No,Resident
HH01065,Ayeyarwady,Hinthada,5,375770.0,Yes,634335,55252,0,Yes,No,No,Resident
HH01066,Kayah,Demoso,4,303071.0,yes,763379,5000,3,Y,No,No,Resident
HH01067,Mon,Ye,2,194405.0,yes,394337,62403,0,Yes,No,No,Resident
HH01068,Shan South,Pekon,2,465577.0,Y,350360,148314,0,No,No,No,IDP
HH01069,Kachin,Bhamo,5,581139.0,Y,656602,82955,8,N,No,No,Resident
HH01070,Sagaing,Kalay,9,469198.0,Yes,480869,74290,12,No,No,No,IDP
HH01071,Shan North,Laukkaing,1,822990.0,Y,224661,67358,2,Yes,No,No,Resident
HH01072,Mandalay,Myingyan,5,677362.0,No,0,0,2,No,No,No,Resident
HH01073,Ayeyarwady,Myaungmya,6,,N,0,0,4,Yes,No,No,Resident
HH01074,Rakhine,Mrauk-U,7,362755.0,Yes,322047,62517,0,Yes,No,Yes,Resident
HH01075,Kayin,Kawkareik,5,504545.0,N,0,0,1,Yes,No,No,Resident
HH01076,Mandalay,Mandalay,5,269157.0,Yes,20000,24240,0,Y,No,No,IDP
HH01077,Shan North,Lashio,6,629932.0,Y,1162374,112368,1,Y,No,Yes,IDP
HH01078,Mandalay,Kyaukse,7,485088.0,Y,1111664,137447,12,Y,No,No,Resident
HH01079,Kayah,Hpruso,3,466163.0,Yes,885546,54621,4,No,No,No,Returnee
HH01080,Bago,Pyay,8,543652.0,No,0,0,12,No,No,No,Resident
HH01081,Mon,Thaton,1,730109.0,yes,286962,126604,3,Y,Yes,No,Resident
HH01082,Tanintharyi,Myeik,7,450772.0,Y,672599,187231,2,N,Yes,No,IDP
HH01083,Tanintharyi,Dawei,2,399653.0,Yes,522216,163780,4,Yes,Yes,No,Resident
HH01084,Rakhine,Mrauk-U,3,691570.0,No,0,0,3,Unknown,Yes,No,Resident
HH01085,Mandalay,Kyaukse,1,594159.0,Yes,595123,135122,2,N,No,Yes,Resident
HH01086,Bago,Pyay,4,362224.0,Y,1243842,28967,1,Yes,Yes,No,Resident
HH01087,Bago,Pyay,4,,Y,480251,28516,2,Yes,Yes,Yes,Resident
HH01088,Tanintharyi,Dawei,3,455169.0,Yes,219519,105018,1,Yes,No,No,Resident
HH01089,Shan North,Laukkaing,4,485126.0,Y,581180,77356,2,Y,No,No,Resident
HH01090,Magway,Magway,4,175812.0,N,0,0,0,Yes,Yes,No,IDP
HH01091,Rakhine,Sittwe,6,142353.0,N,0,0,2,Yes,Yes,No,IDP
HH01092,Kayin,Myawaddy,7,260270.0,Yes,844684,5000,1,No,No,No,Resident
HH01093,Bago,Pyay,5,246347.0,Yes,1100368,59291,1,N,No,No,Resident
HH01094,Kayah,Loikaw,3,,No,0,0,2,Y,No,Yes,Resident
HH01095,Kachin,Myitkyina,4,534248.0,Yes,836340,102932,0,No,No,No,Resident
HH01096,Magway,Pakokku,7,,No,0,0,12,Yes,No,No,Resident
HH01097,Bago,Pyay,2,455351.0,Yes,1129779,70281,1,Yes,No,Yes,Resident
HH01098,Ayeyarwady,Myaungmya,4,199625.0,Yes,20000,77571,1,No,No,No,IDP
HH01099,Sagaing,Kalay,8,336904 MMK,Y,720247,28458,0,Yes,No,Yes,Resident
HH01100,Kayin,Myawaddy,8,525706.0,Yes,701622,58754,4,No,No,No,Resident
HH01101,Kayin,Kawkareik,4,527091.0,N,0,0,2,Unknown,No,Yes,Resident
HH01102,Kayin,Hpa-An,6,289577.0,Yes,180036,105217,1,No,No,No,IDP
HH01103,Mon,Ye,4,449099.0,Y,452696,56713,1,No,No,No,Resident
HH01104,Mandalay,Kyaukse,6,815793.0,No,0,0,3,No,Yes,No,IDP
HH01105,Kachin,Putao,1,,N,0,0,8,Y,No,No,IDP
HH01106,Mandalay,Myingyan,3,295226.0,N,0,0,1,Yes,Yes,No,Resident
HH01107,Chin,Tedim,5,388723.0,No,0,0,0,Yes,No,No,Resident
HH01108,Mon,Mawlamyine,3,436592.0,Y,488097,130597,0,Yes,No,No,Resident
HH01109,Tanintharyi,Myeik,6,392790.0,Yes,635679,78559,0,No,No,No,Resident
HH01110,Sagaing,Kalay,4,414356.0,Y,495777,95829,3,Yes,Yes,No,Resident
HH01111,Shan South,Hopong,7,160180.0,Yes,1122261,104154,12,Yes,No,No,Resident
HH01112,Chin,Matupi,6,246727.0,No,0,0,12,No,No,No,IDP
HH01113,Mandalay,Mandalay,5,393120.0,Yes,890403,102280,4,Yes,No,No,Resident
HH01114,Kachin,Bhamo,6,390252.0,yes,166915,35575,0,No,No,Yes,Resident
HH01115,Mandalay,Mandalay,4,318086.0,No,0,0,12,Yes,No,No,Resident
HH01116,Kayin,Kawkareik,5,388138.0,Y,578254,42336,1,Yes,No,No,Resident
HH01117,Tanintharyi,Kawthaung,3,430983.0,No,0,0,1,Yes,No,No,Resident
HH01118,Shan South,Taunggyi,7,580094.0,Yes,277412,5000,3,Yes,No,No,Resident
HH01119,Ayeyarwady,Hinthada,7,402142 MMK,Yes,178715,63456,0,Unknown,Yes,No,Resident
HH01120,Kayin,Kawkareik,7,491839.0,yes,625701,39313,4,Unknown,Yes,No,Resident
HH01121,Sagaing,Kalay,7,322512.0,N,0,0,12,No,Yes,No,Resident
HH01122,Magway,Magway,8,522977.0,Yes,677624,55477,4,No,No,No,IDP
HH01123,Chin,Hakha,3,487631.0,N,0,0,4,Y,No,Yes,Resident
HH01124,Chin,Matupi,8,575847.0,No,0,0,1,N,No,No,IDP
HH01125,Bago,Taungoo,5,548423.0,Yes,1031701,67727,0,Yes,No,No,Resident
HH01126,Bago,Pyay,4,,Y,893716,84145,4,Yes,No,No,IDP
HH01127,Bago,Taungoo,5,402285.0,Yes,159275,70920,2,No,Yes,No,Resident
HH01128,Shan South,Taunggyi,4,464089.0,Yes,217532,70135,8,Unknown,Yes,No,Resident
HH01129,Rakhine,Mrauk-U,4,611432.0,Y,389204,92188,0,Yes,No,No,Resident
HH01130,Shan North,Lashio,3,302627.0,Yes,180176,75662,1,Yes,No,No,IDP
HH01131,Kayah,Hpruso,2,,yes,850345,115842,1,Yes,No,No,Resident
HH01132,Shan North,Laukkaing,5,452658.0,Y,382541,75799,3,Yes,No,No,Resident
HH01133,Bago,Taungoo,7,494750.0,yes,714451,144621,4,No,No,No,IDP
HH01134,Ayeyarwady,Hinthada,5,271661.0,Y,131534,34000,12,Yes,No,No,Resident
HH01135,Shan South,Taunggyi,5,406543.0,yes,1631562,62711,1,N,No,No,Resident
HH01136,Sagaing,Monywa,4,403080.0,No,0,0,2,Y,Yes,No,IDP
HH01137,Ayeyarwady,Hinthada,5,50000.0,Y,20000,48785,0,Yes,No,No,Resident
HH01138,Kayah,Hpruso,3,380473.0,Y,20000,85841,1,Y,No,No,Returnee
HH01139,Ayeyarwady,Pathein,7,391683.0,yes,933425,33975,1,Y,No,No,IDP
HH01140,Rakhine,Kyaukphyu,3,391147.0,Yes,485247,116564,2,Yes,No,No,Returnee
HH01141,Mon,Mawlamyine,6,674865.0,Y,37425,15529,2,Yes,No,No,IDP
HH01142,Kachin,Bhamo,6,201156.0,N,0,0,1,Y,No,No,Resident
HH01143,Tanintharyi,Dawei,5,271568.0,No,0,0,2,Yes,No,No,Resident
HH01144,Bago,Pyay,7,50000.0,yes,570160,41145,4,Yes,No,No,Resident
HH01145,Kachin,Bhamo,4,333435.0,No,0,0,1,Yes,Yes,No,IDP
HH01146,Kayin,Hpa-An,7,348784.0,Yes,547147,18131,1,Yes,Yes,No,Resident
HH01147,Rakhine,Mrauk-U,6,328204.0,Y,725010,68285,3,No,No,No,IDP
HH01148,Ayeyarwady,Myaungmya,6,619382.0,No,0,0,4,Yes,Yes,Yes,Resident
HH01149,Shan North,Laukkaing,6,574911.0,Yes,842217,84018,4,No,Yes,No,Resident
HH01150,Bago,Bago,7,434014.0,Yes,722342,9916,1,Yes,No,No,Resident
HH01151,Kayah,Hpruso,9,353290.0,Yes,822407,60111,2,Y,No,No,Resident
HH01152,Rakhine,Kyaukphyu,4,,N,0,0,8,Yes,Yes,No,Resident
HH01153,Kayin,Kawkareik,6,416444.0,yes,591691,122172,1,N,No,No,Resident
HH01154,Mon,Thaton,6,272711.0,Y,398198,135803,1,N,No,No,Resident
HH01155,Kachin,Putao,4,111075.0,Yes,1155566,108875,12,Yes,No,No,Resident
HH01156,Shan South,Pekon,8,340563.0,Y,306783,5000,0,No,No,No,IDP
HH01157,Magway,Pakokku,4,,yes,1027592,80012,3,Yes,No,No,Resident
HH01158,Bago,Bago,5,829777.0,N,0,0,8,Y,Yes,No,Resident
HH01159,Kayah,Hpruso,2,431090.0,Yes,389181,127810,0,No,No,No,Resident
HH01160,Kachin,Myitkyina,3,282236.0,Yes,348454,55913,3,Yes,Yes,No,Resident
HH01161,Shan South,Pekon,7,206706.0,yes,833712,24888,2,Yes,No,No,Resident
HH01162,Kayin,Kawkareik,4,519352.0,yes,611682,124011,8,Yes,Yes,No,Resident
HH01163,Bago,Bago,4,102369.0,Yes,723889,131134,8,Y,Yes,No,Resident
HH01164,Rakhine,Mrauk-U,3,519062.0,yes,1046761,75348,8,Y,Yes,No,Resident
HH01165,Rakhine,Sittwe,5,567188.0,Yes,20000,25240,0,Yes,No,No,Resident
HH01166,Magway,Magway,6,498530.0,Yes,917167,5239,4,Yes,Yes,No,IDP
HH01167,Sagaing,Monywa,7,380461.0,N,0,0,8,Yes,No,No,Resident
HH01168,Kayah,Hpruso,2,521689.0,Y,535658,90232,2,No,Yes,No,Resident
HH01169,Tanintharyi,Dawei,5,450769.0,No,0,0,2,Yes,No,No,Resident
HH01170,Mon,Ye,5,279938.0,yes,1164350,49124,0,Yes,No,No,IDP
HH01171,Shan South,Hopong,5,753074.0,yes,424779,72640,8,N,No,No,Resident
HH01172,Shan South,Hopong,4,356698.0,Yes,772820,68059,0,Yes,No,No,IDP
HH01173,Kayah,Hpruso,4,559635.0,Y,1017244,39039,1,No,No,No,IDP
HH01174,Mandalay,Mandalay,5,50000.0,N,0,0,8,Yes,No,No,Returnee
HH01175,Sagaing,Kalay,5,649765.0,Y,692056,95035,8,Yes,Yes,No,IDP
HH01176,Kachin,Bhamo,5,684377 MMK,no,0,0,12,No,No,No,Resident
HH01177,Kachin,Putao,5,425370.0,Y,509919,112787,2,Yes,No,No,IDP
HH01178,Mandalay,Myingyan,6,520579.0,Yes,702135,110498,0,Yes,No,Yes,IDP
HH01179,Chin,Tedim,6,520533.0,Yes,717936,91938,2,Unknown,No,No,Resident
HH01180,Sagaing,Shwebo,4,304299.0,yes,428663,46615,0,Y,Yes,No,Resident
HH01181,Shan South,Taunggyi,6,518482.0,no,0,0,8,No,No,No,IDP
HH01182,Mon,Mawlamyine,7,274447.0,Yes,1078539,103598,2,Yes,No,No,Resident
HH01183,Shan North,Muse,3,310424.0,Yes,291962,83139,1,Yes,No,No,IDP
HH01184,Kayin,Kawkareik,5,622850.0,N,0,0,0,Yes,No,No,Resident
HH01185,Kayah,Demoso,4,595438.0,Yes,20000,49173,1,N,No,No,IDP
HH01186,Kachin,Bhamo,6,292852.0,Yes,986360,69368,8,Y,No,No,Resident
HH01187,Magway,Pakokku,3,287956.0,yes,691269,5000,3,No,Yes,No,IDP
HH01188,Shan South,Pekon,6,303793.0,yes,512711,90222,0,Unknown,No,No,Resident
HH01189,Rakhine,Mrauk-U,3,551875.0,yes,812851,118306,0,Yes,No,No,IDP
HH01190,Sagaing,Kalay,5,240003.0,Y,576410,67545,1,No,No,No,Resident
HH01191,Kayah,Hpruso,8,484208.0,No,0,0,0,Yes,No,Yes,Resident
HH01192,Chin,Tedim,4,554432.0,yes,183759,65797,8,Yes,Yes,No,Resident
HH01193,Mandalay,Myingyan,7,404116.0,Yes,208449,5000,3,N,Yes,No,Resident
HH01194,Shan North,Muse,9,601811.0,Yes,270187,142891,0,Y,Yes,No,Returnee
HH01195,Rakhine,Kyaukphyu,7,365224.0,yes,555304,84894,4,Yes,Yes,No,Resident
HH01196,Shan South,Pekon,3,381506.0,Y,470276,5000,1,Yes,No,No,Resident
HH01197,Shan North,Lashio,6,244096.0,yes,977640,5000,1,No,No,Yes,IDP
HH01198,Tanintharyi,Myeik,1,603092.0,Yes,455823,72542,2,Yes,No,No,Resident
HH01199,Bago,Bago,4,282026.0,no,0,0,0,No,No,No,Resident
HH01200,Shan South,Taunggyi,7,482959.0,Y,730671,42309,2,No,No,Yes,Resident
HH01201,Mon,Ye,6,407163.0,Y,20000,38951,4,Yes,No,Yes,Resident
HH01202,Kayin,Kawkareik,5,230499.0,yes,387935,40211,8,Yes,No,No,IDP
HH01203,Tanintharyi,Dawei,4,310361.0,No,0,0,1,Yes,No,No,Resident
HH01204,Ayeyarwady,Myaungmya,6,668917.0,N,0,0,3,N,No,No,Resident
HH01205,Shan North,Lashio,6,456298 MMK,Y,989521,20388,1,Yes,No,Yes,Resident
HH01206,Mon,Mawlamyine,5,238353.0,N,0,0,2,No,No,No,IDP
HH01207,Rakhine,Kyaukphyu,7,474959.0,yes,755343,82123,1,Yes,Yes,No,Resident
HH01208,Ayeyarwady,Pathein,3,393699.0,Y,986159,69009,2,No,No,No,IDP
HH01209,Chin,Matupi,3,1041728.0,Yes,926896,67250,0,Yes,No,No,Resident
HH01210,Tanintharyi,Kawthaung,5,471322 MMK,Yes,802037,7368,8,Yes,No,No,Resident
HH01211,Shan South,Taunggyi,9,351488.0,no,0,0,8,No,No,No,IDP
HH01212,Ayeyarwady,Pathein,3,675605.0,no,0,0,1,No,No,No,Resident
HH01213,Kayin,Kawkareik,3,88613.0,no,0,0,4,Yes,No,No,Resident
